WIII,SKBO,02:53+07:00,06:16-05:00,0,false|WIII,SEQM,02:53+07:00,01:24-05:00,320|SEQM,SKBO,04:29-05:00,06:16-05:00,340
WIII,SKBO,02:53+07:00,10:52-05:00,0,false|WIII,SEQM,02:53+07:00,01:24-05:00,320|SEQM,SKBO,08:05-05:00,10:52-05:00,320
WIII,SKBO,02:53+07:00,21:42-05:00,0,false|WIII,SEQM,02:53+07:00,01:24-05:00,320|SEQM,SKBO,19:55-05:00,21:42-05:00,360
WIII,SKBO,02:53+07:00,23:15-05:00,0,false|WIII,SEQM,02:53+07:00,01:24-05:00,320|SEQM,SVMI,09:29-05:00,14:39-04:00,320|SVMI,SKBO,21:52-04:00,23:15-05:00,360
WIII,SKBO,02:53+07:00,08:56-05:00,1,false|WIII,SEQM,02:53+07:00,01:24-05:00,320|SEQM,SVMI,22:58-05:00,03:08-04:00,360|SVMI,SKBO,06:33-04:00,08:56-05:00,340
WIII,SKBO,02:53+07:00,16:58-05:00,1,false|WIII,SEQM,02:53+07:00,01:24-05:00,320|SEQM,SVMI,22:58-05:00,03:08-04:00,360|SVMI,SKBO,14:35-04:00,16:58-05:00,340
WIII,SKBO,02:53+07:00,23:15-05:00,1,false|WIII,SEQM,02:53+07:00,01:24-05:00,320|SEQM,SVMI,22:58-05:00,03:08-04:00,360|SVMI,SKBO,21:52-04:00,23:15-05:00,360
WIII,SKBO,02:53+07:00,19:28-05:00,0,false|WIII,SEQM,02:53+07:00,01:24-05:00,320|SEQM,SBBR,06:11-05:00,14:57-03:00,300|SBBR,SKBO,15:53-03:00,19:28-05:00,360
WIII,SKBO,02:53+07:00,01:32-05:00,1,false|WIII,SEQM,02:53+07:00,01:24-05:00,320|SEQM,SBBR,06:11-05:00,14:57-03:00,300|SBBR,SKBO,21:57-03:00,01:32-05:00,360
WIII,SKBO,02:53+07:00,01:32-05:00,1,false|WIII,SEQM,02:53+07:00,01:24-05:00,320|SEQM,SBBR,10:54-05:00,18:40-03:00,300|SBBR,SKBO,21:57-03:00,01:32-05:00,360
WIII,SKBO,02:53+07:00,07:37-05:00,1,false|WIII,SEQM,02:53+07:00,01:24-05:00,320|SEQM,SBBR,18:26-05:00,02:12-03:00,320|SBBR,SKBO,03:02-03:00,07:37-05:00,320
WIII,SKBO,02:53+07:00,19:28-05:00,1,false|WIII,SEQM,02:53+07:00,01:24-05:00,320|SEQM,SBBR,18:26-05:00,02:12-03:00,320|SBBR,SKBO,15:53-03:00,19:28-05:00,360
WIII,SKBO,02:53+07:00,01:32-05:00,2,false|WIII,SEQM,02:53+07:00,01:24-05:00,320|SEQM,SBBR,18:26-05:00,02:12-03:00,320|SBBR,SKBO,21:57-03:00,01:32-05:00,360
WIII,SKBO,02:53+07:00,22:25-05:00,0,false|WIII,SEQM,02:53+07:00,01:24-05:00,320|SEQM,SPIM,11:17-05:00,14:58-05:00,320|SPIM,SKBO,18:09-05:00,22:25-05:00,340
